X,Date,ImageName,Reservoir_1_px,Reservoir_1_area_ha,Reservoir_2_px,Reservoir_2_area_ha,Reservoir_3_px,Reservoir_3_area_ha,Reservoir_4_px,Reservoir_4_area_ha,Reservoir_5_px,Reservoir_5_area_ha,Reservoir_6_px,Reservoir_6_area_ha,Reservoir_7_px,Reservoir_7_area_ha,Reservoir_8_px,Reservoir_8_area_ha,Reservoir_9_px,Reservoir_9_area_ha,Reservoir_10_px,Reservoir_10_area_ha,Reservoir_11_px,Reservoir_11_area_ha,Reservoir_12_px,Reservoir_12_area_ha
117,2023-07-09,S2A2A_20230709_122_AOI_BOA_10_B1_1500.tif,41195,411.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2023-07-19,S2A2A_20230719_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2023-07-29,S2A2A_20230729_122_AOI_BOA_10_B1_1500.tif,27812,278.12,1459,14.59,169,1.69,0,0,50,0.5,66,0.66,65,0.65,374,3.74,666,6.66,0,0,212,2.12,0,0
120,2023-08-08,S2A2A_20230808_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2023-08-18,S2A2A_20230818_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2023-09-07,S2A2A_20230907_122_AOI_BOA_10_B1_1500.tif,0,0,999,9.99,0,0,0,0,0,0,0,0,181,1.81,0,0,666,6.66,862,8.62,0,0,142,1.42
123,2023-09-17,S2A2A_20230917_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,2017-07-05,S2B2A_20170705_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2017-07-15,S2B2A_20170715_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,48,0.48,232,2.32,0,0,0,0,710,7.1,0,0,27,0.27
126,2017-07-25,S2B2A_20170725_122_AOI_BOA_10_B1_1500.tif,1340,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
